symbol,price,market_regime,fundamental_score,technical_score,news_score,upcoming_earnings_days,earnings_event_score,market_trend_score,category_trend_score,total_score,action_stock,action_option,execution_timing,entry_price,target_price,stop_price,risk_reward,option_symbol_hint,option_expiry,option_strike,prediction_1w_price,prediction_1w_return_pct,prediction_1m_price,prediction_1m_return_pct,prediction_3m_price,prediction_3m_return_pct,prediction_6m_price,prediction_6m_return_pct,prediction_1y_price,prediction_1y_return_pct,prediction_5y_price,prediction_5y_return_pct,reason,trade_type,stock_instruction,option_instruction,brief_reason,strategy_bucket
GOOGL,398.765,bullish,0.6985,1.3512,-0.3001,29,0.4482,0.76,0.3215,1.0677,BUY_STOCK,NO_OPTION,NOW,397.5687,418.1587,385.2147,1.667,,,0.0,403.2174,1.12,417.8017,4.77,458.6449,15.02,509.1091,27.67,649.987,63.0,2928.5213,634.4,"gate(mcap=4831275122688,avg_vol=30596353,price=398.77,vol20=2.44%,beta=1.27) | PE=30.5, margin=0.38, ROE=0.39, rev_growth=0.22, debt_to_equity=20.0 | sma20=357.42, sma50=323.69, sma200=286.26, mom20=24.11%, rsi14=89.0, vol20=2.44% | headline_sentiment=-0.75 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=29, earnings_event_score=0.45, earnings_outlook_score=1.00, price_setup_score=0.46",STOCK_ONLY,"BUY 0 SHARES @ 397.57, SELL @ 418.16, STOP @ 385.21",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, negative news tone, market trend supportive, category trend supportive (score 1.07, regime bullish)",DAILY_TRADING
TSM,408.5,bullish,0.7403,1.0059,0.097,32,0.0,0.76,1.0,1.0069,BUY_STOCK,NO_OPTION,NOW,407.2745,437.4931,389.1433,1.667,,,0.0,413.061,1.12,428.0014,4.77,469.8417,15.02,521.5379,27.67,665.855,63.0,3000.0148,634.4,"gate(mcap=2118644531200,avg_vol=13463864,price=408.50,vol20=2.66%,beta=1.26) | PE=35.1, margin=0.47, ROE=0.36, rev_growth=0.35, debt_to_equity=17.1 | sma20=389.42, sma50=363.22, sma200=309.67, mom20=10.53%, rsi14=68.6, vol20=2.66% | headline_sentiment=0.24 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=32, earnings_event_score=0.00, earnings_outlook_score=0.99, price_setup_score=0.76",STOCK_ONLY,"BUY 0 SHARES @ 407.27, SELL @ 437.49, STOP @ 389.14",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive (score 1.01, regime bullish)",DAILY_TRADING
CSCO,96.55,bullish,0.4079,1.0697,0.102,5,0.7753,0.76,1.0,0.9816,BUY_STOCK,NO_OPTION,NOW,96.2604,100.8989,93.4772,1.667,,,0.0,97.628,1.12,101.1592,4.77,111.0483,15.02,123.2668,27.67,157.3765,63.0,709.0611,634.4,"gate(mcap=381362208768,avg_vol=22532530,price=96.55,vol20=1.78%,beta=0.91) | PE=34.7, margin=0.19, ROE=0.24, rev_growth=0.10, debt_to_equity=66.5 | sma20=88.91, sma50=83.22, sma200=75.69, mom20=17.24%, rsi14=71.2, vol20=1.78% | headline_sentiment=0.25 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=5, earnings_event_score=0.78, earnings_outlook_score=0.85, price_setup_score=0.66",STOCK_ONLY,"BUY 0 SHARES @ 96.26, SELL @ 100.90, STOP @ 93.48",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive, earnings catalyst in 5d (score 0.98, regime bullish)",EARNINGS_SWING
AVGO,428.2,bullish,0.4718,0.8377,0.1002,26,0.5594,0.76,1.0,0.8857,BUY_STOCK,NO_OPTION,NOW,426.9154,457.774,408.4003,1.667,,,0.0,432.981,1.12,448.6419,4.77,492.4999,15.02,546.6892,27.67,697.966,63.0,3144.6913,634.4,"gate(mcap=2027384995840,avg_vol=24149212,price=428.20,vol20=2.40%,beta=1.44) | PE=83.6, margin=0.37, ROE=0.33, rev_growth=0.29, debt_to_equity=82.7 | sma20=410.08, sma50=358.83, sma200=343.54, mom20=12.76%, rsi14=62.0, vol20=2.40% | headline_sentiment=0.25 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=26, earnings_event_score=0.56, earnings_outlook_score=1.00, price_setup_score=0.84",STOCK_ONLY,"BUY 0 SHARES @ 426.92, SELL @ 457.77, STOP @ 408.40",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive (score 0.89, regime bullish)",EARNINGS_SWING
CAT,898.095,bullish,0.2432,1.1624,0.0,9,0.6684,0.76,0.2161,0.8673,BUY_STOCK,NO_OPTION,NOW,895.4007,953.3264,860.6453,1.667,,,0.0,908.1225,1.12,940.9693,4.77,1032.9559,15.02,1146.6109,27.67,1463.8948,63.0,6595.5893,634.4,"gate(mcap=413655334912,avg_vol=2661375,price=898.09,vol20=2.84%,beta=1.62) | PE=44.8, margin=0.13, ROE=0.51, rev_growth=0.22, debt_to_equity=230.8 | sma20=836.69, sma50=764.26, sma200=603.10, mom20=13.43%, rsi14=70.5, vol20=2.84% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=9, earnings_event_score=0.67, earnings_outlook_score=0.90, price_setup_score=0.69",STOCK_ONLY,"BUY 0 SHARES @ 895.40, SELL @ 953.33, STOP @ 860.65",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive (score 0.87, regime bullish)",EARNINGS_SWING
AMZN,272.16,bullish,0.4508,0.8965,0.0,83,0.0,0.76,0.6261,0.8014,BUY_STOCK,NO_OPTION,NOW,271.3435,285.9735,262.5655,1.667,,,0.0,275.1988,1.12,285.1527,4.77,313.0285,15.02,347.4706,27.67,443.6208,63.0,1998.737,634.4,"gate(mcap=2927655124992,avg_vol=49965964,price=272.16,vol20=1.34%,beta=1.47) | PE=32.6, margin=0.12, ROE=0.24, rev_growth=0.17, debt_to_equity=53.3 | sma20=259.57, sma50=231.23, sma200=228.52, mom20=13.45%, rsi14=79.4, vol20=1.34% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=83, earnings_event_score=0.00, earnings_outlook_score=1.00, price_setup_score=0.66",STOCK_ONLY,"BUY 0 SHARES @ 271.34, SELL @ 285.97, STOP @ 262.57",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive, category trend supportive (score 0.80, regime bullish)",DAILY_TRADING
SMH,564.695,bullish,0.0,1.3577,0.0914,-1,0.0,0.76,0.1846,0.7995,BUY_STOCK,NO_OPTION,NOW,563.0009,595.0974,543.7431,1.667,,,0.0,571.0,1.12,591.6531,4.77,649.4915,15.02,720.9543,27.67,920.4529,63.0,4147.1075,634.4,"gate(mcap=58790612992,avg_vol=9015135,price=564.70,vol20=2.12%,beta=1.00) | ETF_fundamentals_n/a | sma20=492.93, sma50=434.52, sma200=368.90, mom20=27.37%, rsi14=82.2, vol20=2.12% | headline_sentiment=0.23 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=-1, earnings_event_score=0.00, earnings_outlook_score=0.17, price_setup_score=0.48",STOCK_ONLY,"BUY 0 SHARES @ 563.00, SELL @ 595.10, STOP @ 543.74",NO OPTIONS TRADE,"bullish setup; strong technical trend, positive news tone, market trend supportive (score 0.80, regime bullish)",DAILY_TRADING
AAPL,292.7801,bullish,0.5324,0.61,0.0,1,0.0,0.76,1.0,0.7412,BUY_STOCK,NO_OPTION,NOW,291.9018,305.7489,283.5935,1.667,,,0.0,295.9427,1.08,306.2945,4.62,335.2235,14.5,371.2667,26.81,470.7935,60.8,2072.0023,607.7,"gate(mcap=4300165349376,avg_vol=44251414,price=292.78,vol20=1.65%,beta=1.06) | PE=35.5, margin=0.27, ROE=1.41, rev_growth=0.17, debt_to_equity=79.5 | sma20=273.18, sma50=262.79, sma200=257.02, mom20=12.96%, rsi14=68.6, vol20=1.65% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=1, earnings_event_score=0.00, earnings_outlook_score=0.92, price_setup_score=0.71",STOCK_ONLY,"BUY 0 SHARES @ 291.90, SELL @ 305.75, STOP @ 283.59",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive, category trend supportive (score 0.74, regime bullish)",DAILY_TRADING
UNH,374.8,bullish,0.1698,0.8834,0.4005,80,0.0,0.76,-0.0633,0.6912,BUY_STOCK,NO_OPTION,NOW,373.6756,393.817,361.5907,1.667,,,0.0,378.9848,1.12,392.6926,4.77,431.0812,15.02,478.5126,27.67,610.924,63.0,2752.5227,634.4,"gate(mcap=340654030848,avg_vol=8567519,price=374.80,vol20=1.87%,beta=0.65) | PE=28.3, margin=0.03, ROE=0.12, rev_growth=0.02, debt_to_equity=74.0 | sma20=349.65, sma50=309.85, sma200=317.43, mom20=19.84%, rsi14=87.0, vol20=1.87% | headline_sentiment=1.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=80, earnings_event_score=0.00, earnings_outlook_score=0.38, price_setup_score=0.55",STOCK_ONLY,"BUY 0 SHARES @ 373.68, SELL @ 393.82, STOP @ 361.59",NO OPTIONS TRADE,"bullish setup; strong technical trend, positive news tone, market trend supportive (score 0.69, regime bullish)",DAILY_TRADING
PANW,204.96,bullish,0.2789,0.4938,0.06,25,0.469,0.76,1.0,0.6478,BUY_STOCK,NO_OPTION,NOW,204.3451,219.9473,194.9838,1.667,,,0.0,207.1559,1.07,214.342,4.58,234.4139,14.37,259.4764,26.6,328.4933,60.27,1437.5723,601.39,"gate(mcap=166222561280,avg_vol=10519456,price=204.96,vol20=2.50%,beta=0.77) | PE=113.2, margin=0.13, ROE=0.16, rev_growth=0.15, debt_to_equity=4.9 | sma20=178.00, sma50=168.31, sma200=184.86, mom20=26.12%, rsi14=78.8, vol20=2.50% | headline_sentiment=0.15 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=25, earnings_event_score=0.47, earnings_outlook_score=0.97, price_setup_score=0.51",STOCK_ONLY,"BUY 0 SHARES @ 204.35, SELL @ 219.95, STOP @ 194.98",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive, category trend supportive (score 0.65, regime bullish)",DAILY_TRADING
