symbol,price,market_regime,fundamental_score,technical_score,news_score,upcoming_earnings_days,earnings_event_score,market_trend_score,category_trend_score,total_score,action_stock,action_option,execution_timing,entry_price,target_price,stop_price,risk_reward,option_symbol_hint,option_expiry,option_strike,prediction_1w_price,prediction_1w_return_pct,prediction_1m_price,prediction_1m_return_pct,prediction_3m_price,prediction_3m_return_pct,prediction_6m_price,prediction_6m_return_pct,prediction_1y_price,prediction_1y_return_pct,prediction_5y_price,prediction_5y_return_pct,reason,trade_type,stock_instruction,option_instruction,brief_reason,strategy_bucket
GOOGL,399.32,bullish,0.6983,1.3512,0.1007,29,0.4905,0.76,0.3213,1.133,BUY_STOCK,NO_OPTION,NOW,398.122,418.7121,385.768,1.667,,,0.0,403.7786,1.12,418.3832,4.77,459.2832,15.02,509.8177,27.67,650.8916,63.0,2932.5972,634.4,"gate(mcap=4837938823168,avg_vol=30596353,price=399.32,vol20=2.44%,beta=1.27) | PE=30.5, margin=0.38, ROE=0.39, rev_growth=0.22, debt_to_equity=20.0 | sma20=357.45, sma50=323.70, sma200=286.27, mom20=24.28%, rsi14=89.1, vol20=2.44% | headline_sentiment=0.25 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=29, earnings_event_score=0.49, earnings_outlook_score=1.00, price_setup_score=0.46",STOCK_ONLY,"BUY 0 SHARES @ 398.12, SELL @ 418.71, STOP @ 385.77",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive (score 1.13, regime bullish)",DAILY_TRADING
TSM,410.1,bullish,0.7394,1.024,0.0,32,0.0,0.76,1.0,0.9994,BUY_STOCK,NO_OPTION,NOW,408.8697,439.0883,390.7386,1.667,,,0.0,414.6789,1.12,429.6778,4.77,471.682,15.02,523.5806,27.67,668.463,63.0,3011.7652,634.4,"gate(mcap=2126942830592,avg_vol=13463864,price=410.10,vol20=2.64%,beta=1.26) | PE=35.2, margin=0.47, ROE=0.36, rev_growth=0.35, debt_to_equity=17.1 | sma20=389.50, sma50=363.25, sma200=309.68, mom20=10.97%, rsi14=69.6, vol20=2.64% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=32, earnings_event_score=0.00, earnings_outlook_score=0.99, price_setup_score=0.74",STOCK_ONLY,"BUY 0 SHARES @ 408.87, SELL @ 439.09, STOP @ 390.74",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive, category trend supportive (score 1.00, regime bullish)",DAILY_TRADING
CSCO,96.65,bullish,0.4077,1.0732,0.102,5,0.7746,0.76,1.0,0.9829,BUY_STOCK,NO_OPTION,NOW,96.3601,100.9986,93.5769,1.667,,,0.0,97.7291,1.12,101.264,4.77,111.1633,15.02,123.3945,27.67,157.5395,63.0,709.7954,634.4,"gate(mcap=381757161472,avg_vol=22532530,price=96.65,vol20=1.80%,beta=0.91) | PE=34.8, margin=0.19, ROE=0.24, rev_growth=0.10, debt_to_equity=66.5 | sma20=88.92, sma50=83.22, sma200=75.69, mom20=17.36%, rsi14=71.3, vol20=1.80% | headline_sentiment=0.25 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=5, earnings_event_score=0.77, earnings_outlook_score=0.85, price_setup_score=0.66",STOCK_ONLY,"BUY 0 SHARES @ 96.36, SELL @ 101.00, STOP @ 93.58",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive, earnings catalyst in 5d (score 0.98, regime bullish)",EARNINGS_SWING
AVGO,429.255,bullish,0.4718,0.8457,0.0979,26,0.5578,0.76,1.0,0.8887,BUY_STOCK,NO_OPTION,NOW,427.9672,458.8258,409.4521,1.667,,,0.0,434.0478,1.12,449.7473,4.77,493.7134,15.02,548.0361,27.67,699.6857,63.0,3152.4391,634.4,"gate(mcap=2032380018688,avg_vol=24149212,price=429.26,vol20=2.42%,beta=1.44) | PE=83.8, margin=0.37, ROE=0.33, rev_growth=0.29, debt_to_equity=82.7 | sma20=410.14, sma50=358.85, sma200=343.54, mom20=13.04%, rsi14=62.3, vol20=2.42% | headline_sentiment=0.24 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=26, earnings_event_score=0.56, earnings_outlook_score=1.00, price_setup_score=0.83",STOCK_ONLY,"BUY 0 SHARES @ 427.97, SELL @ 458.83, STOP @ 409.45",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive (score 0.89, regime bullish)",EARNINGS_SWING
CAT,896.76,bullish,0.2436,1.1576,0.0,9,0.6693,0.76,0.2105,0.865,BUY_STOCK,NO_OPTION,NOW,894.0697,951.9954,859.3143,1.667,,,0.0,906.7727,1.12,939.5706,4.77,1031.4205,15.02,1144.9065,27.67,1461.7188,63.0,6585.7854,634.4,"gate(mcap=413040443392,avg_vol=2661375,price=896.76,vol20=2.84%,beta=1.62) | PE=44.7, margin=0.13, ROE=0.51, rev_growth=0.22, debt_to_equity=230.8 | sma20=836.62, sma50=764.24, sma200=603.09, mom20=13.27%, rsi14=70.3, vol20=2.84% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=9, earnings_event_score=0.67, earnings_outlook_score=0.90, price_setup_score=0.70",STOCK_ONLY,"BUY 0 SHARES @ 894.07, SELL @ 952.00, STOP @ 859.31",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive (score 0.86, regime bullish)",EARNINGS_SWING
AMZN,272.55,bullish,0.4505,0.8994,0.0,83,0.0,0.76,0.6248,0.8025,BUY_STOCK,NO_OPTION,NOW,271.7323,286.3623,262.9543,1.667,,,0.0,275.5931,1.12,285.5613,4.77,313.477,15.02,347.9685,27.67,444.2565,63.0,2001.601,634.4,"gate(mcap=2931903954944,avg_vol=49965964,price=272.55,vol20=1.34%,beta=1.47) | PE=32.6, margin=0.12, ROE=0.24, rev_growth=0.17, debt_to_equity=53.3 | sma20=259.59, sma50=231.24, sma200=228.52, mom20=13.61%, rsi14=79.6, vol20=1.34% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=83, earnings_event_score=0.00, earnings_outlook_score=1.00, price_setup_score=0.65",STOCK_ONLY,"BUY 0 SHARES @ 271.73, SELL @ 286.36, STOP @ 262.95",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive, category trend supportive (score 0.80, regime bullish)",DAILY_TRADING
SMH,566.2517,bullish,0.0,1.3572,0.0504,-1,0.0,0.76,0.1851,0.7931,BUY_STOCK,NO_OPTION,NOW,564.553,596.6494,545.2951,1.667,,,0.0,572.5741,1.12,593.2841,4.77,651.2819,15.02,722.9418,27.67,922.9903,63.0,4158.5399,634.4,"gate(mcap=58790612992,avg_vol=9015135,price=566.25,vol20=2.14%,beta=1.00) | ETF_fundamentals_n/a | sma20=493.01, sma50=434.55, sma200=368.90, mom20=27.72%, rsi14=82.3, vol20=2.14% | headline_sentiment=0.13 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=-1, earnings_event_score=0.00, earnings_outlook_score=0.17, price_setup_score=0.48",STOCK_ONLY,"BUY 0 SHARES @ 564.55, SELL @ 596.65, STOP @ 545.30",NO OPTIONS TRADE,"bullish setup; strong technical trend, market trend supportive (score 0.79, regime bullish)",DAILY_TRADING
AAPL,292.7601,bullish,0.5324,0.6098,0.0,1,0.0,0.76,1.0,0.7411,BUY_STOCK,NO_OPTION,NOW,291.8818,305.729,283.5735,1.667,,,0.0,295.922,1.08,306.2716,4.62,335.1941,14.49,371.2307,26.8,470.7343,60.79,2071.5372,607.59,"gate(mcap=4299871748096,avg_vol=44251414,price=292.76,vol20=1.65%,beta=1.06) | PE=35.5, margin=0.27, ROE=1.41, rev_growth=0.17, debt_to_equity=79.5 | sma20=273.18, sma50=262.79, sma200=257.02, mom20=12.95%, rsi14=68.6, vol20=1.65% | headline_sentiment=0.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=1, earnings_event_score=0.00, earnings_outlook_score=0.92, price_setup_score=0.71",STOCK_ONLY,"BUY 0 SHARES @ 291.88, SELL @ 305.73, STOP @ 283.57",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, market trend supportive, category trend supportive (score 0.74, regime bullish)",DAILY_TRADING
UNH,376.635,bullish,0.1691,0.8862,0.4005,80,0.0,0.76,-0.0711,0.6915,BUY_STOCK,NO_OPTION,NOW,375.5051,395.7608,363.3517,1.667,,,0.0,380.8403,1.12,394.6152,4.77,433.1918,15.02,480.8554,27.67,613.9151,63.0,2765.9991,634.4,"gate(mcap=342038970368,avg_vol=8567519,price=376.64,vol20=1.88%,beta=0.65) | PE=28.4, margin=0.03, ROE=0.12, rev_growth=0.02, debt_to_equity=74.0 | sma20=349.72, sma50=309.88, sma200=317.44, mom20=20.33%, rsi14=87.3, vol20=1.88% | headline_sentiment=1.00 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=80, earnings_event_score=0.00, earnings_outlook_score=0.38, price_setup_score=0.54",STOCK_ONLY,"BUY 0 SHARES @ 375.51, SELL @ 395.76, STOP @ 363.35",NO OPTIONS TRADE,"bullish setup; strong technical trend, positive news tone, market trend supportive (score 0.69, regime bullish)",DAILY_TRADING
ABNB,142.415,bullish,0.5381,0.422,0.1025,89,0.0,0.76,0.6248,0.6488,BUY_STOCK,NO_OPTION,NOW,141.9877,150.6636,136.7822,1.667,,,0.0,144.0051,1.12,149.2138,4.77,163.8005,15.02,181.8233,27.67,232.1364,63.0,1045.8925,634.4,"gate(mcap=84669308928,avg_vol=4273906,price=142.41,vol20=1.39%,beta=1.21) | PE=35.2, margin=0.21, ROE=0.30, rev_growth=0.12, debt_to_equity=27.7 | sma20=139.99, sma50=133.99, sma200=128.38, mom20=9.28%, rsi14=46.8, vol20=1.39% | headline_sentiment=0.26 weighted from 4 headlines tiers={'secondary': 4} | earnings_days=89, earnings_event_score=0.00, earnings_outlook_score=0.40, price_setup_score=0.88",STOCK_ONLY,"BUY 0 SHARES @ 141.99, SELL @ 150.66, STOP @ 136.78",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, market trend supportive, category trend supportive (score 0.65, regime bullish)",DAILY_TRADING
