timestamp_utc,event,symbol,instrument,direction,entry_price,exit_price,capital_allocated,value,pnl,reason,hold_runs
20260329_200834,OPEN,AAPL,STOCK,LONG,199.0,,1200.0,1200.0,0.0,signal_open,0
20260329_201410,CLOSE,AAPL,STOCK,LONG,199.0,248.62,1200.0,1499.2161,299.2161,target,2
20260329_201410,OPEN,XOM,STOCK,LONG,170.477,,1235.9059,1235.9059,0.0,signal_open,0
20260329_201410,OPEN,CVX,STOCK,LONG,210.5165,,1235.9059,1235.9059,0.0,signal_open,0
20260329_201410,OPEN,MRK,STOCK,LONG,119.2711,,1235.9059,1235.9059,0.0,signal_open,0
20260329_201410,OPEN,JNJ,STOCK,LONG,239.7286,,1235.9059,1235.9059,0.0,signal_open,0
